-1.254729768879588647e+00,-3.517854571786497436e-02,-1.335092954812547306e-01,-4.283373684827475603e-01,1.026144075668764311e+00,-5.140326092465445917e-01,-8.725307318257000677e-01,-9.184829138545546057e-01,-3.069189544933415559e-01,-3.648832361544511182e-01,-2.280564580947431474e-01,-5.589396445336461960e-01,1.170764847496933297e-01,-2.049632956447802745e-01,-5.975858877748839726e-01,-5.980015850578556114e-01,-1.286409945657278620e+00,-1.593155729492236272e+00,-5.640425144801523016e-01,1.026144075668764311e+00,-7.682585420463875492e-01,-2.264908729787032116e-01,-3.423034229328443812e-01,-7.668929041449310535e-01,-4.090905494194042591e-01,1.118446492676572757e-01,-1.490567892874165912e+00,-8.826583958454109480e-01,-8.806118860591385378e-01,-5.988531196247108834e-01,-2.833013546302323368e-02,-3.535255243615202381e-01
-2.398881104277248155e-01,-3.517854571786497436e-02,-1.335092954812547306e-01,2.168570834608062992e+00,-8.557706354928361625e-01,1.945401871421686080e+00,-2.697333479024087155e-01,5.608206131643005410e-01,-7.919573709220132374e-01,-3.648832361544511182e-01,-2.450133223980353048e-01,-5.589396445336461960e-01,-5.004778057307627259e-01,-2.049632956447802745e-01,-5.975858877748839726e-01,-5.980015850578556114e-01,-4.509562032760750516e-01,6.037635259094045193e-01,-5.640425144801523016e-01,-8.557706354928361625e-01,-7.682585420463875492e-01,-2.430939845871075700e-01,-3.423034229328443812e-01,-3.931623221389607958e-01,-4.090905494194042591e-01,-4.781600826935858972e-01,4.562013850875943355e-01,-3.587586022088053161e-02,-3.314646436752333170e-02,-5.988531196247108834e-01,-2.833013546302323368e-02,-3.535255243615202381e-01
-2.486547974450486337e-02,-3.517854571786497436e-02,-1.335092954812547306e-01,-4.283373684827475603e-01,-8.557706354928361625e-01,1.945401871421686080e+00,-7.342744511093488580e-01,8.742525001089054282e-01,-1.110263831703329096e+00,-3.648832361544511182e-01,-2.450133223980353048e-01,-5.589396445336461960e-01,-9.222221992296106841e-01,1.780709483438693619e+00,-5.975858877748839726e-01,-5.980015850578556114e-01,-7.397550278029108028e-01,1.447057710493601934e-01,-5.640425144801523016e-01,-8.557706354928361625e-01,-7.682585420463875492e-01,-2.430939845871075700e-01,-3.423034229328443812e-01,-3.350110334710377225e-01,-4.090905494194042591e-01,-8.892289533223208808e-01,8.660475488690175805e-01,4.454531600288525461e-01,4.485707226992895480e-01,-5.988531196247108834e-01,-2.833013546302323368e-02,-3.535255243615202381e-01
6.316051275686590527e-01,-3.517854571786497436e-02,-1.335092954812547306e-01,-4.283373684827475603e-01,3.988391719482307085e-01,-5.140326092465445917e-01,-5.958380121355487391e-02,-9.184829138545546057e-01,2.273811761038670720e-01,-3.648832361544511182e-01,-2.450133223980353048e-01,1.265573668769204962e+00,-3.096886753384266999e-01,-2.049632956447802745e-01,1.205715694405091964e+00,1.207929088620914415e+00,4.738876514586728428e-01,6.037635259094045193e-01,1.541340835692142752e+00,3.988391719482307085e-01,1.301645143230467205e+00,-2.430939845871075700e-01,-3.423034229328443812e-01,-7.797505952492382875e-01,-4.090905494194042591e-01,-2.992242213610777357e-01,6.611244669783059580e-01,5.568719147162907168e-01,5.556189864919146570e-01,1.179234448368624788e+00,-2.833013546302323368e-02,1.702555516706962591e+00
-2.398881104277248155e-01,-3.517854571786497436e-02,-1.335092954812547306e-01,2.168570834608062992e+00,-2.284657317723027548e-01,1.945401871421686080e+00,1.560959967039530494e-01,5.608206131643005410e-01,-5.001764485391404502e-01,-3.648832361544511182e-01,-2.450133223980353048e-01,-5.589396445336461960e-01,-1.138787783568186718e-01,-2.049632956447802745e-01,-5.975858877748839726e-01,-5.980015850578556114e-01,-1.862239474598089417e-01,6.037635259094045193e-01,-5.640425144801523016e-01,-2.284657317723027548e-01,-7.682585420463875492e-01,-2.430939845871075700e-01,-3.423034229328443812e-01,-4.098848164027035779e-01,-4.090905494194042591e-01,-1.057800469475553701e-01,-3.049093440284571938e-02,-2.074607424395353839e-01,-2.048697208681927451e-01,-5.988531196247108834e-01,-2.833013546302323368e-02,-3.535255243615202381e-01
-1.254729768879588647e+00,-3.517854571786497436e-02,-1.335092954812547306e-01,-4.283373684827475603e-01,-2.284657317723027548e-01,-5.140326092465445917e-01,-8.725307318257000677e-01,-9.184829138545546057e-01,8.412579218964045813e-01,-3.648832361544511182e-01,-2.450133223980353048e-01,-5.589396445336461960e-01,1.547994962692213372e+00,3.766382262522168123e+00,-5.975858877748839726e-01,-5.980015850578556114e-01,-1.286409945657278620e+00,-1.593155729492236272e+00,-5.640425144801523016e-01,-2.284657317723027548e-01,-7.682585420463875492e-01,-2.430939845871075700e-01,-3.423034229328443812e-01,-7.038933944160197242e-01,-4.090905494194042591e-01,-1.010131562330772281e+00,-1.490567892874165912e+00,-8.826583958454109480e-01,-8.806118860591385378e-01,-5.988531196247108834e-01,-2.833013546302323368e-02,-3.535255243615202381e-01
-1.421505510262612015e-01,-3.517854571786497436e-02,-1.335092954812547306e-01,-4.283373684827475603e-01,-8.557706354928361625e-01,-5.140326092465445917e-01,8.252563953710929656e-01,7.032896526845754392e-01,-4.166357050891174307e-02,-3.648832361544511182e-01,-2.450133223980353048e-01,-5.589396445336461960e-01,4.936339789450933102e-01,-2.049632956447802745e-01,-5.975858877748839726e-01,-5.980015850578556114e-01,2.297838831086092548e-01,6.037635259094045193e-01,-5.640425144801523016e-01,-8.557706354928361625e-01,-7.682585420463875492e-01,-2.430939845871075700e-01,-3.423034229328443812e-01,-6.723676776178703074e-01,-4.090905494194042591e-01,4.793885806533497163e-01,6.611244669783059580e-01,-3.433916231582099798e-01,-3.409102227713204369e-01,-5.988531196247108834e-01,-2.833013546302323368e-02,-3.535255243615202381e-01
-7.220600701416119982e-01,-3.517854571786497436e-02,-1.335092954812547306e-01,-4.283373684827475603e-01,-2.284657317723027548e-01,-5.140326092465445917e-01,6.761197704548825571e-02,-1.420266484690560216e-01,8.412579218964045813e-01,2.740602748811157952e+00,-2.450133223980353048e-01,-5.589396445336461960e-01,1.547994962692213372e+00,-2.049632956447802745e-01,-5.975858877748839726e-01,-5.980015850578556114e-01,-1.621573787492393004e-01,-1.593155729492236272e+00,-5.640425144801523016e-01,-2.284657317723027548e-01,-7.682585420463875492e-01,-2.430939845871075700e-01,2.631089369445834603e+00,1.145620973206087134e+00,-4.090905494194042591e-01,1.490134391964003990e+00,-8.757986472020310442e-01,-8.826583958454109480e-01,-8.806118860591385378e-01,-5.988531196247108834e-01,-2.833013546302323368e-02,-3.535255243615202381e-01
-7.774446871357747479e-01,-3.517854571786497436e-02,-1.335092954812547306e-01,-4.283373684827475603e-01,-2.284657317723027548e-01,-5.140326092465445917e-01,6.779213530293715269e-03,-2.227591041972118435e-01,-2.993402292366435513e-01,2.740602748811157952e+00,4.666056963900273580e-01,-5.589396445336461960e-01,1.522218508745973309e-01,-2.049632956447802745e-01,-5.975858877748839726e-01,-5.980015850578556114e-01,-2.790521410577204708e-01,-2.706321976335370749e-01,-5.640425144801523016e-01,-2.284657317723027548e-01,-7.682585420463875492e-01,-2.430939845871075700e-01,2.321929262593005472e+00,-6.914189703094083539e-01,-4.090905494194042591e-01,1.456973797900236733e-01,-7.989524914930141719e-01,-8.826583958454109480e-01,-8.806118860591385378e-01,-5.988531196247108834e-01,-2.833013546302323368e-02,2.730596037241204144e+00
3.742917435181917885e+00,-3.517854571786497436e-02,-1.335092954812547306e-01,-4.283373684827475603e-01,2.908058786830364451e+00,-5.140326092465445917e-01,-8.725307318257000677e-01,-9.184829138545546057e-01,1.466502755573989125e+00,-3.648832361544511182e-01,-2.450133223980353048e-01,4.274917734752318843e+00,-1.047741363961410599e+00,-2.049632956447802745e-01,4.187798830304445552e+00,4.186623032253428356e+00,1.598140218366712162e+00,8.770121895165737813e-01,3.166015270651688418e+00,2.908058786830364451e+00,1.301645143230467205e+00,-2.430939845871075700e-01,-3.423034229328443812e-01,3.314774389803075927e+00,-4.090905494194042591e-01,-1.010131562330772281e+00,1.070970630759729092e+00,4.084389688120584339e+00,4.088211691648542256e+00,4.189505506462604778e+00,-2.833013546302323368e-02,-3.535255243615202381e-01
