FSSLTDE2,FSGRINC,FSASSET,FSNETINC,FSTOTDED,REALPROP,RAWERND,FSTOTDE2,CERTHHSZ,FSWAGES,TANF_IND,FSERNDED,TPOV,FSEARN,RAWNET,FSDIS,FSUSIZE,FYWGT,FSNELDER,FSSSI,FSTANF,FSNONCIT,LIQRESOR,FSUNEARN,WRK_POOR,FSSTDDE2,SHELDED,FSSLTDED,FSGA,FSERNDE2,CAT_ELIG,VEHICLEA,FSVEHAST
0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66.64652579085913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,366.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,63.260953858306166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,232.0,0.0,0.0,0.0,1.0,0.0
36.0,1025.0,2330.0,855.0,170.0,0.0,0.0,170.0,1.0,0.0,0.0,0.0,125.0,0.0,855.0,0.0,1.0,69.21020021834573,1.0,0.0,0.0,0.0,2330.0,1025.0,0.0,170.0,37.0,36.0,0.0,0.0,1.0,1.0,0.0
83.0,1485.0,0.0,1064.0,421.0,0.0,205.0,421.0,3.0,1023.0,0.0,204.0,107.0,1023.0,1063.0,0.0,3.0,65.60386825413353,0.0,0.0,0.0,0.0,0.0,462.0,1.0,201.0,84.0,83.0,0.0,287.0,0.0,1.0,0.0
122.0,854.0,0.0,598.0,256.0,0.0,0.0,256.0,3.0,0.0,1.0,0.0,62.0,0.0,598.0,1.0,3.0,63.12859637885732,0.0,623.0,231.0,0.0,0.0,854.0,0.0,201.0,122.0,122.0,0.0,0.0,0.0,1.0,0.0
0.0,623.0,0.0,489.0,134.0,0.0,0.0,134.0,2.0,0.0,0.0,0.0,57.0,0.0,489.0,0.0,2.0,65.85998932218102,2.0,623.0,0.0,0.0,0.0,623.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
71.0,205.0,0.0,0.0,548.0,0.0,0.0,205.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,66.64652579085913,1.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,415.0,414.0,0.0,0.0,0.0,1.0,0.0
313.0,946.0,0.0,310.0,636.0,0.0,189.0,636.0,3.0,946.0,0.0,189.0,68.0,946.0,309.0,0.0,3.0,61.60807223488087,0.0,0.0,0.0,0.0,0.0,0.0,1.0,201.0,314.0,313.0,0.0,283.0,0.0,1.0,0.0
0.0,1212.0,1525.0,1050.0,162.0,1500.0,0.0,162.0,5.0,0.0,0.0,0.0,62.0,0.0,1050.0,1.0,5.0,59.66370852074632,0.0,0.0,0.0,0.0,25.0,1212.0,0.0,162.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,1741.0,0.0,1207.0,534.0,0.0,348.0,534.0,7.0,1741.0,0.0,348.0,69.0,1741.0,1207.0,0.0,7.0,54.73133804528552,0.0,0.0,0.0,0.0,0.0,0.0,1.0,186.0,0.0,0.0,0.0,348.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,59.96378448575747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66.64652579085913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
255.0,389.0,0.0,0.0,488.0,0.0,0.0,389.0,3.0,0.0,1.0,0.0,28.0,0.0,0.0,0.0,3.0,59.96378448575747,0.0,0.0,389.0,0.0,0.0,389.0,0.0,102.0,354.0,354.0,0.0,0.0,1.0,1.0,0.0
131.0,933.0,0.0,668.0,265.0,0.0,0.0,265.0,3.0,0.0,1.0,0.0,67.0,0.0,667.0,1.0,3.0,63.49988716144009,0.0,623.0,310.0,0.0,0.0,933.0,0.0,201.0,131.0,131.0,0.0,0.0,1.0,1.0,0.0
66.0,250.0,0.0,0.0,383.0,0.0,50.0,250.0,1.0,0.0,0.0,50.0,31.0,250.0,0.0,0.0,1.0,66.64652579085913,0.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0,199.0,199.0,0.0,0.0,0.0,1.0,0.0
327.0,643.0,0.0,182.0,461.0,0.0,0.0,461.0,1.0,0.0,0.0,0.0,79.0,0.0,182.0,0.0,1.0,67.61895401569568,1.0,79.0,0.0,0.0,0.0,643.0,0.0,201.0,328.0,327.0,0.0,0.0,1.0,1.0,0.0
0.0,1199.0,6.0,774.0,425.0,0.0,240.0,425.0,7.0,654.0,0.0,239.0,48.0,1199.0,773.0,0.0,7.0,52.43287131868118,0.0,0.0,0.0,0.0,6.0,0.0,1.0,186.0,0.0,0.0,0.0,239.0,0.0,1.0,0.0
112.0,307.0,0.0,0.0,371.0,0.0,61.0,307.0,3.0,307.0,0.0,61.0,22.0,307.0,0.0,0.0,3.0,59.96378448575747,0.0,0.0,0.0,0.0,0.0,0.0,1.0,137.0,176.0,176.0,0.0,28.0,0.0,1.0,0.0
39.0,869.0,0.0,518.0,351.0,0.0,174.0,351.0,4.0,869.0,0.0,173.0,52.0,869.0,516.0,0.0,4.0,59.65462187823172,0.0,0.0,0.0,0.0,0.0,0.0,1.0,178.0,40.0,39.0,0.0,212.0,0.0,1.0,0.0
417.0,627.0,0.0,24.0,603.0,0.0,0.0,603.0,6.0,0.0,1.0,0.0,28.0,0.0,24.0,0.0,6.0,50.93862154158108,0.0,0.0,627.0,0.0,0.0,627.0,0.0,186.0,417.0,417.0,0.0,0.0,1.0,1.0,0.0
260.0,492.0,64.0,0.0,534.0,0.0,98.0,492.0,2.0,492.0,0.0,98.0,45.0,492.0,0.0,0.0,2.0,63.260953858306166,1.0,0.0,0.0,1.0,64.0,0.0,1.0,159.0,302.0,302.0,0.0,105.0,0.0,1.0,0.0
158.0,1660.0,0.0,1039.0,621.0,0.0,301.0,621.0,5.0,1505.0,0.0,301.0,85.0,1505.0,1038.0,0.0,5.0,59.61066698732483,0.0,0.0,0.0,0.0,0.0,155.0,1.0,243.0,158.0,158.0,0.0,451.0,0.0,1.0,0.0
437.0,623.0,0.0,52.0,571.0,0.0,0.0,571.0,1.0,0.0,0.0,0.0,76.0,0.0,52.0,1.0,1.0,66.92941400443151,0.0,623.0,0.0,0.0,0.0,623.0,0.0,201.0,438.0,437.0,0.0,0.0,1.0,1.0,0.0
43.0,191.0,527.0,0.0,358.0,0.0,14.0,191.0,1.0,71.0,0.0,14.0,23.0,71.0,0.0,0.0,1.0,66.64652579085913,0.0,0.0,0.0,0.0,527.0,120.0,1.0,34.0,0.0,210.0,0.0,0.0,0.0,1.0,0.0
19.0,946.0,0.0,793.0,153.0,0.0,0.0,153.0,1.0,0.0,0.0,0.0,116.0,0.0,793.0,1.0,1.0,69.21020021834573,0.0,0.0,0.0,0.0,0.0,946.0,0.0,153.0,19.0,19.0,0.0,0.0,0.0,1.0,0.0
129.0,550.0,0.0,177.0,373.0,0.0,110.0,373.0,3.0,0.0,0.0,110.0,40.0,550.0,177.0,0.0,3.0,60.90085168726981,0.0,0.0,0.0,0.0,0.0,0.0,1.0,201.0,129.0,129.0,0.0,165.0,0.0,1.0,0.0
509.0,643.0,0.0,0.0,861.0,0.0,0.0,643.0,3.0,0.0,0.0,0.0,46.0,0.0,0.0,1.0,3.0,59.96378448575747,0.0,69.0,0.0,0.0,0.0,643.0,0.0,0.0,727.0,727.0,0.0,0.0,0.0,1.0,0.0
12.0,310.0,0.0,164.0,146.0,0.0,0.0,146.0,2.0,0.0,1.0,0.0,28.0,0.0,164.0,0.0,2.0,64.12729901259306,0.0,0.0,310.0,0.0,0.0,310.0,0.0,146.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66.64652579085913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,50.814857951280864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
227.0,643.0,0.0,282.0,361.0,0.0,0.0,361.0,1.0,0.0,0.0,0.0,79.0,0.0,282.0,1.0,1.0,68.14936941634498,0.0,116.0,0.0,0.0,0.0,643.0,0.0,201.0,228.0,227.0,0.0,0.0,1.0,1.0,0.0
60.0,714.0,0.0,378.0,336.0,0.0,143.0,336.0,3.0,714.0,0.0,142.0,52.0,714.0,377.0,0.0,3.0,61.96168249589528,0.0,0.0,0.0,0.0,0.0,0.0,1.0,194.0,60.0,60.0,0.0,202.0,0.0,1.0,0.0
330.0,469.0,0.0,0.0,556.0,0.0,0.0,469.0,4.0,0.0,1.0,0.0,28.0,0.0,0.0,0.0,4.0,56.91414230117838,0.0,0.0,469.0,0.0,0.0,469.0,0.0,94.0,417.0,417.0,0.0,0.0,1.0,1.0,0.0
417.0,980.0,10.0,58.0,922.0,0.0,196.0,922.0,2.0,980.0,0.0,196.0,89.0,980.0,58.0,0.0,2.0,63.56152257907968,0.0,0.0,0.0,0.0,10.0,0.0,1.0,134.0,417.0,417.0,0.0,196.0,0.0,1.0,0.0
0.0,1380.0,0.0,702.0,678.0,0.0,276.0,678.0,5.0,1380.0,0.0,276.0,71.0,1380.0,702.0,0.0,5.0,57.824935122325456,0.0,0.0,0.0,0.0,0.0,0.0,1.0,162.0,0.0,0.0,0.0,276.0,0.0,1.0,0.0
0.0,45.0,0.0,0.0,143.0,0.0,9.0,45.0,2.0,45.0,0.0,9.0,4.0,45.0,0.0,0.0,2.0,63.260953858306166,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,2113.0,0.0,1505.0,608.0,0.0,423.0,608.0,8.0,2113.0,0.0,422.0,75.0,2113.0,1504.0,0.0,8.0,53.166859006185376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,186.0,0.0,0.0,0.0,422.0,0.0,1.0,0.0
0.0,662.0,0.0,528.0,134.0,0.0,0.0,134.0,1.0,0.0,0.0,0.0,81.0,0.0,528.0,0.0,1.0,69.21020021834573,1.0,0.0,0.0,0.0,0.0,662.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,954.0,0.0,820.0,134.0,0.0,0.0,134.0,2.0,0.0,0.0,0.0,87.0,0.0,820.0,0.0,2.0,67.61036015329765,2.0,54.0,0.0,0.0,0.0,954.0,0.0,134.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
97.0,231.0,0.0,0.0,642.0,0.0,0.0,231.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,1.0,1.0,66.64652579085913,0.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,417.0,508.0,220.0,0.0,1.0,1.0,0.0
311.0,556.0,0.0,0.0,656.0,0.0,111.0,556.0,1.0,556.0,0.0,111.0,68.0,556.0,0.0,0.0,1.0,66.64652579085913,0.0,0.0,0.0,0.0,0.0,0.0,1.0,101.0,412.0,411.0,0.0,66.0,0.0,1.0,0.0
0.0,1790.0,465.0,1352.0,438.0,0.0,305.0,438.0,3.0,1523.0,1.0,304.0,129.0,1523.0,1351.0,0.0,3.0,67.14207292939392,0.0,0.0,267.0,0.0,465.0,267.0,1.0,134.0,0.0,0.0,0.0,304.0,0.0,1.0,0.0
0.0,953.0,561.0,819.0,134.0,0.0,0.0,134.0,3.0,0.0,1.0,0.0,69.0,0.0,819.0,1.0,3.0,64.31319076949218,0.0,349.0,310.0,0.0,561.0,953.0,0.0,134.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
97.0,231.0,0.0,0.0,385.0,0.0,0.0,231.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1.0,66.64652579085913,0.0,0.0,0.0,0.0,0.0,231.0,0.0,47.0,252.0,251.0,231.0,0.0,1.0,1.0,0.0
5.0,623.0,0.0,484.0,139.0,0.0,0.0,139.0,1.0,0.0,0.0,0.0,76.0,0.0,484.0,1.0,1.0,84.7695733301443,0.0,623.0,0.0,0.0,0.0,623.0,0.0,139.0,6.0,5.0,0.0,0.0,1.0,1.0,0.0
135.0,643.0,0.0,374.0,269.0,0.0,0.0,269.0,1.0,0.0,0.0,0.0,79.0,0.0,374.0,1.0,1.0,83.86669997407917,0.0,400.0,0.0,0.0,0.0,643.0,0.0,201.0,136.0,135.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,551.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,80.79308480276585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,417.0,0.0,0.0,0.0,1.0,0.0
164.0,836.0,0.0,371.0,465.0,0.0,167.0,465.0,1.0,836.0,0.0,167.0,102.0,836.0,370.0,0.0,1.0,83.83934017541053,0.0,0.0,0.0,0.0,0.0,0.0,1.0,201.0,165.0,164.0,0.0,250.0,0.0,1.0,0.0
223.0,452.0,0.0,95.0,357.0,0.0,0.0,357.0,2.0,0.0,0.0,0.0,41.0,0.0,95.0,0.0,2.0,81.58651896415644,0.0,0.0,0.0,0.0,0.0,452.0,0.0,201.0,223.0,223.0,0.0,0.0,0.0,1.0,0.0
537.0,715.0,0.0,44.0,671.0,0.0,0.0,671.0,3.0,0.0,0.0,0.0,52.0,0.0,45.0,1.0,3.0,81.2762434583758,0.0,26.0,0.0,0.0,0.0,715.0,0.0,201.0,536.0,537.0,0.0,0.0,0.0,1.0,0.0
46.0,1823.0,0.0,1175.0,648.0,0.0,365.0,648.0,4.0,1823.0,0.0,364.0,109.0,1823.0,1174.0,0.0,4.0,91.08909345999216,0.0,0.0,0.0,0.0,0.0,0.0,1.0,185.0,47.0,46.0,0.0,410.0,0.0,1.0,0.0
0.0,1074.0,0.0,775.0,299.0,0.0,165.0,299.0,3.0,0.0,1.0,165.0,78.0,828.0,774.0,0.0,3.0,87.29539916547671,0.0,0.0,246.0,0.0,0.0,246.0,1.0,134.0,0.0,0.0,0.0,165.0,1.0,1.0,0.0
0.0,38.0,0.0,0.0,414.0,0.0,8.0,38.0,1.0,38.0,0.0,7.0,5.0,38.0,0.0,0.0,1.0,80.80240252319143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,273.0,0.0,0.0,0.0,1.0,0.0
0.0,826.0,0.0,522.0,304.0,0.0,165.0,304.0,4.0,826.0,0.0,165.0,50.0,826.0,521.0,0.0,4.0,85.72657292093861,0.0,0.0,0.0,0.0,0.0,0.0,1.0,139.0,0.0,0.0,0.0,165.0,0.0,1.0,0.0
111.0,1219.0,0.0,731.0,488.0,0.0,244.0,488.0,3.0,1219.0,0.0,243.0,88.0,1219.0,730.0,0.0,3.0,86.91236198411575,0.0,0.0,0.0,1.0,0.0,0.0,1.0,201.0,111.0,111.0,0.0,354.0,0.0,1.0,0.0
176.0,310.0,0.0,0.0,346.0,0.0,0.0,310.0,2.0,0.0,1.0,0.0,28.0,0.0,0.0,0.0,2.0,80.79308480276585,0.0,0.0,310.0,0.0,0.0,310.0,0.0,165.0,212.0,212.0,0.0,0.0,1.0,1.0,0.0
92.0,623.0,0.0,397.0,226.0,0.0,0.0,226.0,1.0,0.0,0.0,0.0,76.0,0.0,397.0,0.0,1.0,84.05821856475966,1.0,623.0,0.0,0.0,0.0,623.0,0.0,201.0,93.0,92.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.80240252319143,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1575.0,259.0,1413.0,162.0,0.0,0.0,162.0,5.0,0.0,1.0,0.0,81.0,0.0,1413.0,1.0,5.0,93.89783500243652,0.0,722.0,389.0,0.0,259.0,1575.0,0.0,162.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
104.0,389.0,415.0,151.0,238.0,0.0,0.0,238.0,3.0,0.0,1.0,0.0,28.0,0.0,151.0,0.0,3.0,82.15175701577229,0.0,0.0,389.0,0.0,415.0,389.0,0.0,201.0,105.0,104.0,0.0,0.0,1.0,1.0,0.0
0.0,2504.0,0.0,1864.0,640.0,0.0,455.0,640.0,6.0,2273.0,1.0,454.0,112.0,2273.0,1863.0,0.0,6.0,97.74624889428922,0.0,0.0,231.0,0.0,0.0,231.0,1.0,186.0,0.0,0.0,0.0,454.0,1.0,1.0,0.0
176.0,310.0,0.0,0.0,403.0,0.0,0.0,310.0,2.0,0.0,1.0,0.0,28.0,0.0,0.0,0.0,2.0,80.79308480276585,0.0,0.0,310.0,0.0,0.0,310.0,0.0,108.0,269.0,269.0,0.0,0.0,1.0,1.0,0.0
324.0,623.0,0.0,165.0,458.0,0.0,0.0,458.0,1.0,0.0,0.0,0.0,76.0,0.0,259.0,1.0,1.0,82.17039245662345,0.0,623.0,0.0,0.0,0.0,623.0,0.0,201.0,261.0,324.0,0.0,0.0,1.0,1.0,0.0
0.0,623.0,0.0,489.0,134.0,0.0,0.0,134.0,1.0,0.0,0.0,0.0,76.0,0.0,489.0,1.0,1.0,84.7695733301443,0.0,623.0,0.0,0.0,0.0,623.0,0.0,134.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
204.0,1479.0,0.0,951.0,528.0,0.0,186.0,528.0,4.0,929.0,0.0,185.0,89.0,929.0,949.0,0.0,4.0,89.2286271505246,0.0,0.0,0.0,0.0,0.0,550.0,1.0,208.0,205.0,204.0,0.0,277.0,0.0,1.0,0.0
22.0,389.0,0.0,233.0,156.0,0.0,0.0,156.0,3.0,0.0,1.0,0.0,28.0,0.0,233.0,0.0,3.0,82.8357519824883,0.0,0.0,389.0,0.0,0.0,389.0,0.0,156.0,23.0,22.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,80.79308480276585,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22.0,623.0,0.0,467.0,156.0,0.0,0.0,156.0,1.0,0.0,0.0,0.0,76.0,0.0,466.0,1.0,1.0,84.63277433680109,0.0,623.0,0.0,0.0,0.0,623.0,0.0,156.0,23.0,22.0,0.0,0.0,1.0,1.0,0.0
446.0,643.0,0.0,63.0,580.0,0.0,0.0,580.0,1.0,0.0,0.0,0.0,79.0,0.0,63.0,1.0,1.0,81.3222386978956,0.0,198.0,0.0,0.0,0.0,643.0,0.0,201.0,447.0,446.0,0.0,0.0,1.0,1.0,0.0
0.0,643.0,0.0,509.0,134.0,0.0,0.0,134.0,1.0,0.0,0.0,0.0,79.0,0.0,509.0,0.0,1.0,84.7695733301443,1.0,106.0,0.0,0.0,0.0,643.0,0.0,134.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
35.0,1204.0,0.0,795.0,409.0,0.0,241.0,409.0,2.0,1204.0,0.0,240.0,109.0,1204.0,794.0,0.0,2.0,87.33207668457091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,169.0,35.0,35.0,0.0,275.0,0.0,1.0,0.0
336.0,844.0,0.0,206.0,638.0,0.0,169.0,638.0,3.0,844.0,0.0,168.0,61.0,844.0,205.0,0.0,3.0,82.61687359313919,0.0,0.0,0.0,1.0,0.0,0.0,1.0,201.0,336.0,336.0,0.0,252.0,0.0,1.0,0.0
96.0,230.0,0.0,0.0,323.0,0.0,0.0,230.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,1.0,1.0,80.80240252319143,0.0,0.0,0.0,0.0,0.0,230.0,0.0,108.0,189.0,189.0,183.0,0.0,1.0,1.0,0.0
0.0,725.0,1609.0,591.0,134.0,0.0,0.0,134.0,1.0,0.0,0.0,0.0,89.0,0.0,591.0,1.0,1.0,84.7695733301443,0.0,0.0,0.0,0.0,1609.0,725.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
176.0,310.0,0.0,0.0,528.0,0.0,0.0,310.0,2.0,0.0,1.0,0.0,28.0,0.0,0.0,0.0,2.0,80.79308480276585,0.0,0.0,310.0,0.0,0.0,310.0,0.0,0.0,394.0,394.0,0.0,0.0,1.0,1.0,0.0
0.0,231.0,0.0,97.0,134.0,0.0,0.0,134.0,1.0,0.0,1.0,0.0,28.0,0.0,97.0,0.0,1.0,81.59583668458201,0.0,0.0,231.0,0.0,0.0,231.0,0.0,134.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.80240252319143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,2331.0,0.0,1679.0,652.0,0.0,466.0,652.0,7.0,2331.0,0.0,466.0,93.0,2331.0,1678.0,0.0,7.0,97.62749197918912,0.0,0.0,0.0,0.0,0.0,0.0,1.0,186.0,0.0,0.0,0.0,466.0,0.0,1.0,0.0
0.0,1188.0,166.0,956.0,232.0,0.0,99.0,232.0,2.0,494.0,0.0,98.0,108.0,494.0,955.0,0.0,2.0,88.28966963797335,1.0,0.0,0.0,0.0,166.0,694.0,1.0,134.0,0.0,0.0,0.0,98.0,0.0,1.0,0.0
108.0,542.0,0.0,140.0,402.0,0.0,108.0,402.0,6.0,542.0,0.0,108.0,24.0,542.0,139.0,0.0,6.0,83.60123298260213,0.0,0.0,0.0,0.0,0.0,0.0,1.0,279.0,108.0,108.0,0.0,162.0,0.0,1.0,0.0
0.0,231.0,0.0,97.0,134.0,0.0,0.0,134.0,1.0,0.0,0.0,0.0,28.0,0.0,97.0,0.0,1.0,81.59583668458201,0.0,0.0,0.0,0.0,0.0,231.0,0.0,134.0,0.0,0.0,231.0,0.0,1.0,1.0,0.0
401.0,708.0,0.0,60.0,648.0,0.0,114.0,648.0,3.0,568.0,1.0,113.0,51.0,568.0,58.0,0.0,3.0,81.413042451719,0.0,0.0,140.0,0.0,0.0,140.0,1.0,201.0,402.0,401.0,0.0,169.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.80240252319143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.80240252319143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
62.0,1858.0,0.0,1173.0,685.0,0.0,372.0,685.0,4.0,1858.0,0.0,371.0,111.0,1858.0,1171.0,0.0,4.0,91.06173366132352,0.0,0.0,0.0,0.0,0.0,0.0,1.0,201.0,63.0,62.0,0.0,433.0,0.0,1.0,0.0
0.0,1246.0,0.0,1060.0,186.0,0.0,0.0,186.0,8.0,0.0,0.0,0.0,45.0,0.0,1060.0,1.0,8.0,92.88492908908871,0.0,1246.0,0.0,0.0,0.0,1246.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7.0,1606.0,0.0,841.0,765.0,0.0,321.0,765.0,4.0,1606.0,0.0,321.0,96.0,1606.0,848.0,0.0,4.0,88.32575379445946,0.0,0.0,0.0,0.0,0.0,0.0,1.0,146.0,7.0,7.0,0.0,328.0,0.0,1.0,0.0
128.0,267.0,0.0,0.0,457.0,0.0,0.0,267.0,4.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,4.0,81.43108452996206,0.0,0.0,0.0,0.0,0.0,267.0,0.0,19.0,318.0,318.0,0.0,0.0,0.0,1.0,0.0
27.0,892.0,0.0,582.0,310.0,0.0,144.0,310.0,4.0,722.0,1.0,144.0,54.0,722.0,608.0,0.0,4.0,86.21904929697416,0.0,0.0,170.0,0.0,0.0,170.0,1.0,166.0,28.0,27.0,0.0,171.0,1.0,1.0,0.0
18.0,808.0,0.0,409.0,399.0,0.0,162.0,399.0,2.0,808.0,0.0,161.0,73.0,808.0,408.0,0.0,2.0,84.15834003900862,0.0,0.0,0.0,0.0,0.0,0.0,1.0,152.0,19.0,18.0,0.0,179.0,0.0,1.0,0.0
90.0,1333.0,0.0,843.0,490.0,0.0,266.0,490.0,3.0,1333.0,0.0,266.0,96.0,1333.0,841.0,0.0,3.0,87.8425951388495,0.0,0.0,0.0,0.0,0.0,0.0,1.0,201.0,91.0,90.0,0.0,356.0,0.0,1.0,0.0
29.0,671.0,0.0,443.0,228.0,0.0,65.0,228.0,3.0,328.0,1.0,65.0,48.0,328.0,441.0,0.0,3.0,84.55941929861265,0.0,0.0,343.0,0.0,0.0,343.0,1.0,163.0,30.0,29.0,0.0,94.0,1.0,1.0,0.0
112.0,310.0,0.0,64.0,246.0,0.0,0.0,246.0,2.0,0.0,1.0,0.0,28.0,0.0,64.0,0.0,2.0,81.31292097747001,0.0,0.0,310.0,0.0,0.0,310.0,0.0,201.0,112.0,112.0,0.0,0.0,1.0,1.0,0.0
243.0,477.0,1.0,0.0,651.0,0.0,95.0,477.0,4.0,0.0,0.0,95.0,29.0,477.0,0.0,0.0,4.0,81.43108452996206,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,417.0,417.0,0.0,0.0,0.0,1.0,0.0
0.0,677.0,0.0,543.0,134.0,0.0,0.0,134.0,1.0,0.0,0.0,0.0,83.0,0.0,543.0,0.0,1.0,84.7695733301443,1.0,357.0,0.0,0.0,0.0,677.0,0.0,134.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.80240252319143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,838.0,252.0,537.0,301.0,0.0,168.0,301.0,3.0,838.0,0.0,167.0,61.0,838.0,536.0,0.0,3.0,85.32549366133459,0.0,0.0,0.0,1.0,252.0,0.0,1.0,134.0,0.0,0.0,0.0,167.0,0.0,1.0,0.0
0.0,1127.0,23.0,763.0,364.0,0.0,225.0,364.0,4.0,1127.0,0.0,225.0,68.0,1127.0,763.0,0.0,4.0,87.69647842508074,0.0,0.0,0.0,0.0,23.0,0.0,1.0,139.0,0.0,0.0,0.0,225.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,366.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,80.92056607568347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,232.0,0.0,0.0,0.0,1.0,0.0
0.0,310.0,0.0,176.0,134.0,0.0,0.0,134.0,2.0,0.0,1.0,0.0,28.0,0.0,176.0,0.0,2.0,82.2431541322038,0.0,0.0,310.0,0.0,0.0,310.0,0.0,134.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
